Date received,Consumer complaint narrative,Company,Product,Sub-product,Issue,Company public response,State,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID,City
7-14-2019,"My dad was the victim of fraud on his Bank of America card. I tried and he tried for literal XXXX hours to get through to them. XXXX they put my dad on hold when he gave permission for them to talk to me. Then I was on hold for the same amount of time to talk to them. Once I got on they started quizzing me about details on his account. Nobody told either of us that I would need to provide this kind of information. After XXXX minutes of being quizzed and put on hold I asked to talk to a supervisor. I waited another XXXX minutes to talk to the supervisor who asked me none of the questions the XXXX fraud department person did. I told the supervisor that their customer service was TERRIBLE. Then after I told him that these unscrupulous mints had put over {$25000.00} of charges on my dad 's account, he told me at first that they would take care of it. Then he said since my dad had made a payment on the charges in the past, they might not be able to call it fraud. I told him that these salesmen were calling him at XXXX XXXX, lying to him about the value of the coins, telling him they could help him make a lot of money on coins that are virtually worthless, bullying him, threatening him and asking for his bank account information. I then said that if they did n't take care of this we would hire a lawyer and sue them. These fake mints have been sued over and over for lying to customers and misrepresenting their products. So I asked him why Bank of America was letting charges from these companies, in these amounts especially, go through without scrutiny.",Nagpur nagarik bank,Bank account or service,Checking account,Deposits and withdrawals,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Telangana,Referral,07-15-2019,Closed with explanation,Yes,No,1883733,Hyderabad
8-20-2019,"I visited a local loan provider to apply for a secured loan using the title to my vehicle. I was approved but wanted to think on it for a bit. After a week, I went back to them & told them I was ready to get the loan. The employee said yes sir, we 've had you paper work ready & approved sitting there for the last week. While I was in the process of finishing up the paperwork, I was asked to get a copy of my recent check stub & bring proof of insurance. Went to my home & called them back to make sure I was bringing back the correct information that was needed & while on the phone, a different worker that I had not been dealing with got on the phone & told me that she had remembered a loan my father had with them at XXXX time where payments were n't made on time & because of that, they would n't be able to give me the loan. She said that on the loan my father had that I had said I would make the payments in which some payments I did make for my father then he finished making payments to eventually finish the loan out but in no way was I tied legally, my name nor my credit was associated with this loan of my fathers in any sort of way. How can a loan decision for me be based off of another loan a family member had when I had no legal obligation or ties with that loan?",Saraswat bank,Bank account or service,Checking account,Using a debit or ATM card,None,Uttar Pradesh,Referral,08-22-2019,Closed with explanation,Yes,No,912651,Allahabad
10-29-2019,"As a result of a Credit Card furnishing me with my updated FICO score periodically, and having recently applied for credit, I learned that there is a XXXX point difference between XXXX of the XXXX reports. I spent time and money to find the XXXX, and was directed to file a complaint to an address that does n't exist by Transunion ( the one with the lowest score ). I tried to get all XXXX of my reports for free, but when I was on the phone with XXXX to get a bunch of information corrected ( duplicates, wrong address information, incomplete work history, some of my son 's credit history included in mine ), I timed out and was unable to retrieve or correct the other XXXX reports, though I 'm sure the same misinformation exists. This process of each of the XXXX companies using different models, different information, and NOT sharing a credit score unless the owner of that score pays for it causes the consumer to be denied credit frequently. Speaking with the individual company ( Transunion ) took XXXX hours and I never got an answer-a supervisor hung up on me ( XXXX XXXX ). He would not furnish me with his direct line or an address, or refer me to anyone else before he hung up on me. He also stated he could n't pull up my report and insisted I tell him what "" factors '' affected my score, but could n't explain any of them. The entire process was frustrating, provided no information of value, and caused me a great deal of stress-and I still have no answers as to WHY I have XXXX credit reports with vastly different scores. Finally, when I asked for an address or contact information to file a complaint, I was given an address of FCRA, Credit Bureau Disputes, XXXX, DE, XXXX. This address is NOT associated with anything relevant to filing a complaint and I feel the supervisor purposely gave me false information to lead me astray.",Union bank,Bank account or service,Checking account,Deposits and withdrawals,None,Haryana,Phone,10-31-2019,Closed with non-monetary relief,Yes,No,1093397,Gurugram
4-30-2019,"On  XXXX   XXXX  or around that date, contact ed Harris & Harris re garding collection notice for my daughter  XXXX   XXXX  for date of service  XXXX / XXXX / XXXX  for   XXXX   from  XXXX   XXXX   XXXX . We never received any bills due to an address change. Most recently found out about bill and did investigate it to find out the char ges went to our deductible and we did owe {$150.00}. When we got the notice from Harris & Harris,  I contacted them immediately to inform them that the bill was paid on  XXXX / XXXX / XXXX  and was cashed by  XXXX   XXXX   XXXX  on  XXXX / XXXX / XXXX  which was the date the collection letter was sent out. I informed  XXXX  &  XXXX  of this and told them they needed to go back to  XXXX   XXXX  to talk to them about payment. On Saturday,  XXXX   XXXX ,  XXXX  we receiv ed a more threatening letter from Harris & Harris w arning that they will send a report of bad debt to Credit Bureaus. I am absolutely upset by this because we told them the bill was paid and we continue to get more threatening letters. I plan on calling them again on  XXXX / XXXX / XXXX  to discuss this and also plan on calling  XXXX   XXXX   XXXX  to file a complaint however this type of intimidation is completely uncalled for when there is not debt to collect.",Axis bank LTD,"Money transfer, virtual currency, or money service",Debt settlement,Fraud or scam,Company believes it acted appropriately as authorized by contract or law,Maharashtra,Web,05-01-2019,Closed with explanation,Yes,,28613786,Mumbai
5-23-2019,"I have paid on a consumer credit student loan since XXXX. My school did not accept federal or private loan disbursement of funds. This was living expense. After XXXX for over 10 years I am on XXXX XXXX. Consumer loans earmarked as student loans disbursed directly to me are not dischargable in ch. XXXX bankruptcy. ACS services my loan and ca n't make discussion in regard to discharge, and they will not provide me with the of the bank who owns the loan, who makes those decisions. THE PROMISSORY NOTE HAS BEEN LOST BY THE SERVICER AND THE OWNER OF THE LOAN. THEY HAVE PAGE XXXX AND XXXX. THE TERMS ARE LOST. THEY TELL ME THEY ARE UNDER NO OBLIGATION TO TELL ME ANYTHING. IF I STOP PAYING, I CAN HAVE CONTACT WITH THE OWNER OF THE LOAN. Federal loans are discharged in my situation. In bankruptcy this is no longer a consumer loan. The rules that apply to federal loans would benefit me, but now I found out the XX/XX/XXXX bankruptcy reform only punishes those with a consumer credit loan and does not afford those of us with the private loan the benefits afforded for a federal student loan holder. OF ALL OF THE RULES PERTAINING TO CREDIT, THIS IS THE MOST UNJUST AND INCONSISTENT. THERE IS NO PROTECTION OF THE INDIVIDUAL FROM BANKS WHO CREATE LAWS FOR THEIR BENEFIT. UPON MY DEATH I AM NOT EVEN ALLOWED TO KNOW WHAT WILL BECOME OF THIS LOAN. XXXX XXXX currently claims they hold the loan, but my SERVICER will not confirm or deny. Banks can change legal documents even after agreeing upon the terms and they do n't even have to keep a copy of the promissory note.",Paytm payments bank,"Money transfer, virtual currency, or money service",International money transfer,Money was not available when promised,None,Kerala,Web,05-25-2019,Closed with monetary relief,Yes,,28619632,Thrissur
3-25-2019,Please let me know what company this is. I have no idea what company this is.,punjab national bank,"Money transfer, virtual currency, or money service",International money transfer,Other service problem,None,Andhra Maharashtraadesh,Web,03-27-2019,Closed with explanation,Yes,,28635794,Kurnool
6-21-2019,Was late on auto payment but now I am current. Finance company still showing I 'm 2 months behind. Called to question why it was still showing me as in arrears but was provided with an answer. Was told they could n't help me,ICICI bank,"Money transfer, virtual currency, or money service",Virtual currency,Other service problem,None,Gujarat,Web,06-21-2019,Closed with explanation,Yes,,27479336,Gandhi nagar
5-23-2019,"The creditor XXXX XXXX XXXX XXXX ( aka XXXX ) continues to incorrectly report an account ( XXXX ) on XXXX of my credit bureau reports ( XXXX and Equifax ), even after multiple disputes to have them correct this for the last two years. This closed account is from a former automotive loan. The vehicle was repossessed in XXXX XXXX and went into charge-off status in XXXX XXXX. Further, the account will be 7 years of age since date of first deliquency in XXXX XXXX, and should be removed from my credit bureau reports already, if not soon. Over the last XXXX years, I have spoken with several individuals at XXXX ( last month to a supervisor there ), and each time they agree that it is reporting incorrectly, and each have stated they would get it corrected. The supervisor, XXXX XXXX, has not responded to my voice mails for weeks now. 

Details : Equifax : I previously disputed this more than 2 years ago, and XXXX did not respond to my dispute, so it was deleted. Then, as of XX/XX/XXXX, it was reinserted, but instead of being closed with negative information it is now reporting "" XXXX '' and "" Pays account as agreed '' and shows no former negative account activity. Neither Equifax nor the creditor notified me of this reinsertion per the FCRA law ( which states they have 5 days to do such ). As of XXXX XXXX, XXXX, I 've disputed this with Equifax based on that law, and Equifax has opened another investigation. I 've attached XX/XX/XXXX reports direct from Equifax and also from XXXX showing that this account was not listed under my Equifax data, as well as a XX/XX/XXXX report from XXXX showing it has been reinserted under Equifax. 

XXXX : I 've attached a XXXX XXXX report from XXXX showing the account is "" Open '', was late in XXXX XXXX, a repo in XXXX XXXX, and a CO ( charge-off ) in XXXX XXXX. You 'll see on the same report that XXXX changed the dates on the CO to XXXX XXXX, then to XXXX XXXX, yet reporting "" OK '' many times over the years. This XXXX XXXX report shows "" By XXXX XXXX, this account is scheduled to go to a positive status ''. I 've also attached a XXXX XXXX report showing the payment history as completely different than the XXXX XXXX report. It shows COs of XXXX XXXX, XXXX XXXX, and XXXX XXXX, which do not match the same COs from the XXXX XXXX report, nor does it show the CO from XXXX XXXX, nor any of the XXXX account data as just discussed from the XXXX XXXX report. Each time an "" OK '' or "" CO '' is reported it changes the active status of the account and moves the date of positive status or deletion in the credit file to an additional plus approx. 7 years. This XXXX XXXX report shows "" This account is scheduled to continue on record until XXXX XXXX. "", also different. 

XXXX : On my XXXX XXXX, XXXX XXXX report, you 'll see this account is listed in my XXXX data. However, you 'll see in my XXXX XXXX XXXX, XXXX report showing this account was deleted ( see the bottom of page XXXX of the report ). You 'll also see that it has not showed back up in my XXXX XXXX report. I 've also attached a XXXX XXXX report showing the same XX/XX/XXXX and XX/XX/XXXX proper account history data, which compares correctly to the XXXX XXXX XXXX report. 

Summary : - XXXX : The data should only show that this account is closed and a charge-off, that it went 30 days late in XXXX XXXX, an "" R '' ( repossession ) in XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX, and XXXX XXXX, and then a CO ( Charge-Off ) in XXXX XXXX. It will be 7 years from date of first deliquency as of next month, and should be fully removed no later than then, if not already, just like it has already been removed from my XXXX data. 

- Equifax : Per the FCRA law, this account was reinserted into my Equifax data without proper notification to me, and should be promptly removed. 

- XXXX : This account was already removed from my XXXX data, so no further action there needs to be done.",IDBI Bank,Bank account or service,Checking account,Problems caused by my funds being low,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Kerala,Referral,05-25-2019,Closed with explanation,Yes,No,24111578,Kochi
11-20-2019,"Hello, I am sending this email in the hopes of finding some assistance for my mother XXXX yr. old mother, XXXX XXXX XXXX My mother currently has had a reverse mortgage for the last 4-5 yrs. The mortgage company wants foreclose on the property because there was a lien placed on the property in the amount of {$27000.00}. The mortgage company paid the money without contacting her to find out if it was owed or before getting any information so now they started foreclosure proceedings. Obviously, my mother nor anyone in our family can afford to re-pay the {$27000.00}. I do n't know if this is legal. 

I have been researching to come up with an alternative to foreclosure. I thought possibly refinancing the reverse mortgage or negotiating a re-payment plan with the mortgage company but are in desperate need of any/all assistance we can get in attempting to delay or stop the foreclosure proceedings. 

Please Help if you can. Thank you.",State bank of india,"Money transfer, virtual currency, or money service",Check cashing service,Unexpected or other fees,None,Karnataka,Referral,11-21-2019,Closed with explanation,Yes,,28641256,Mysore
7-21-2019,"This is a complaint regarding items I disputed that does not belong to me. I thought according to law all credit bureaus investigate items on your credit that you are disputing the same. However, comparing my credit reports it shows different results. XXXX removed XXXX items that did not belong to me. But Experian stated, verified. How could that be? It seems that Experian waits and holds on to the dispute for 30 days w/o properly verifying and then after 30 days just say, it was verified w/o actually verifying. The following items is not mine listed below. 

XXXX ( XXXX ) XXXX XXXX ( XXXX ) I have attached a copy of my XXXX report, stating these XXXX items has been deleted. I would like Experian to follow suit and delete these XXXX items.I have attached the copy of my XXXX report so you can see the proof. 

Also, I have a letter from XXXX on XXXX credit items that is reporting negatively on my credit report and XXXX informed the credit bureau to REMOVE the account and failed to do so. I have attached a letter for that as well. 

XXXX ( XXXX )",HDFC bank,"Money transfer, virtual currency, or money service",Virtual currency,Other transaction problem,None,Maharashtra,Web,07-23-2019,Closed with explanation,Yes,,21798114,Pune
7-26-2019,"I applied for a refinance of my home mortgage with XXXX XXXX XXXX ( company based in Arizona ). I started this process in XXXX of 2014. To date, they have failed to complete the transaction. There have been multiple issues along the way. First, I was told that I would be able to combine my XXXX and XXXX mortgage at a rate of 4 %. After being told that, I started the application process. Shortly after that, I was told the combined loan was not available because I have made a withdrawal from my Home Equity Line of Credit ( HELOC ) in the last year. I had disclosed that fact prior to this time and I was told that an exception would be made because the overall balance on the line of credit had decreased over time ( in other words, I had paid back more on the line that I had taken out ). Even still, I was denied the original offer ( made by XXXX XXXX ). We then proceeded to refinance my primary loan to a rate of 4 %. During this process, there were delays on the part of XXXX XXXX XXXX. They failed to clear their own XXXX XXXX in a timely fashion that resulted in the appraisal of the subject property to expire. By that time, the lender in question had rescinded their offer of 4 %. Instead, a rate of 4.25 % was offered. I was then told that a second lender ( XXXX XXXX ) had offered to refinance the primary loan at 4 %. The process was started again, with a XXXX appraisal. As of today, I was told that upon final review before closing that 4 % was no longer available. Again, I was offered 4.25 %. 

The whole process seems fraudulent to me. A way to delay the process such that loans with best rates are delayed so that they are cleared to close only when rates go up. How can a company take 7 month to process a loan?",karur Vyasa bank,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Money was not available when promised,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Sikkim,Web,07-28-2019,Closed with explanation,Yes,,279244150,Gangtok
4-26-2019,"My wife and I received a letter from XXXX XXXX XXXX of Global Home Finance stating that he could finance us a house with a 3.990 % on a 30 yr. fix rate so I called him at # XXXX ext XXXX .I told him that I needed a realtor, so he put me in touch with XXXX XXXX XXXX. # XXXX to help us find a House, I told him that I was a Veteran and that I wanted to use my VA loan 100 % financing and he said that I could and I got with XXXX and she found us a house at XXXX tx XXXX told us that we had to have {$1500.00} earnest money and I said that I thought this was 100 % financing, she said that they was just going to hold the money until we close on the house and then I will get it back, so I wrote her a XXXX check to the Title company as earnest money, then she said that I had to pay {$350.00} for inspection fee, I paid that. Then XXXX told me that I had to pay {$570.00} for appraisal fee I paid it off of my Credit Union card, as time went my truck broke down on me and I had to get a little car to drive to and from work and I called XXXX and ask him was that going to hinder me from getting the house, he said no and that they could work around it, so I stated ok lets go on then, then they said that the owner had to repair some things on the house and that we was going to close on XX/XX/XXXX and problems started to occur, and the owner was requested to repair more on the house and the week we was suppose to close on the house, my wife and I starting packing because they said that we had the house. Then XXXX stated that he was going on vacation and that his team members can help me close on the house and that everything look good ..then XXXX XXXX XXXX. spoke with me after they had me to sign the Documents and said that everything was good and that we could close on the XX/XX/XXXX then the day before closing he called back and stated that I could not close because I had to pay the car off at XXXX ... and I stated that you guys told me that everything was good and he said that he could not finance me at 3.990 % but that he had to go up 4.125 % or something then he debited my Credit card without my authorization for {$200.00} I called the Credit Union and they said that Global Finance credited my card I told them that I did not consent to that ... and the man said that he would block the card so that they could not credit it again ... Then I asked XXXX if I could get my earnest money or all of my money back and she stated no they are not going to give your money back ... and I told her that it was not my fault and they agreed to that, then she stop talking to me and I called XXXX to confront him again about the situation and he hung the phone up in my face because I asked him who told him to credit my card..so I want to know if I can get some of my money back .... 
Kindest regards, XXXX phone # XXXX",Syndicate bank,Bank account or service,Checking account,Deposits and withdrawals,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Goa,Web,04-27-2019,Closed with explanation,No,No,23685426,Panaji
7-21-2019,"I received a payday loan from castle pay day and paid {$370.00} I called on XXXX/XXXX/2015 and asked what I needed to pay to pay off loan in XXXX payments. I was told I could pay XXXX on XXXX and next pay XXXX in next two weeks. Then I was contacted an hour later and was told that I would need to pay another XXXX. 
I do n't have a problem with paying off the XXXX however I do n't think it 's fair to pay twice as much from what I borrowed.",Yes bank,Bank account or service,Other bank product/service,"Account opening, closing, or management",None,Himachal Pradesh,Web,07-22-2019,Closed with explanation,Yes,Yes,18644151,Shimla
5-22-2019,"I am a victim of identity theft dating back to XX/XX/XXXX, my wallet was lost, in it were my ID, and social card. This company name Avant Inc, Acct # XXXX .... out of XXXX, let someone get a fraudulent loan in my name for {$3300.00} in XX/XX/XXXX. I went to my local police when I saw it on my credit report. They told me since I could n't prove it happened in their jurisdiction, they could n't issue me a report, there was nothing they could do. They told me to contact the credit bureaus and have them take care of it. So thats what I did. I have disputed this information until I am blue in the face. The credit bureaus wo n't remove this account. 

XX/XX/XXXX I contacted Avant Inc directly by mail. I told them this was a fraudulent account, I asked them to send me copies of the loan agreement contract, so I can compare the signatures. As I know it would n't be mine. They never sent me anything. Of course they going say they did n't receive the letter. So I disputed the account again and it was n't removed. 

So XX/XX/XXXX, I wrote them again and again asked for them to send me copies of the loan agreement contract, so I can compare the signatures. Of course they going to say they did n't receive this letter either. I also spoke to a lawyer, that told me that once, I get the the loan agreement contract, do a notarized affidavit of forgery, and send back with the loan contract signature, and that would be enough proof to show I did n't take out a loan or sign the loan papers, and the company would remove the account from my credit report within 30 days. The lawyer said it was simple business contract law. The signatures do n't match, so the fraudulent contract would be invalid and I would be released from liability, because I did n't opened the account. 

Today is XX/XX/XXXX and Avant Inc, still has not replied to any of the letters and never sent me any loan agreement contract, with my signature. They have not sent me anything. 

How can this company, place a fraudulent account on my credit report? I requested documentation on 2 occasions, they will not send it. This is the 7th month since requesting copies of the loan agreement contract. 

They will not respond, because these documents do not exist. They try to take advantage of the little person, because they are a big multi national corporation. I want this account removed from my credit reports. Please help.",Union bank,Bank account or service,Checking account,Deposits and withdrawals,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Maharashtra,Referral,05-22-2019,Closed with explanation,Yes,No,22797572,Nashik
5-19-2019,"I have XXXX issues. They continued to contact me after I sent written notification asking for validation and to stop the phone calls. They continue to call me at work when I asked them not to. They told my boss why they were calling. 

When they call I tell them I do not consent to be recorded as is my right in the state of California and they tell me they wo n't stop recording unless I validate my information.",Bank Of baroda,"Money transfer, virtual currency, or money service",Virtual currency,Other transaction problem,None,Uttar Pradesh,Web,05-20-2019,Closed with explanation,Yes,,26534938,Lucknow
3-21-2019,"I had a doctor 's bill from XXXX that I was supposedly served a judgment on in XXXX but it was n't until XXXX until the judgment actually went through at the court ( I 'm probably using the wrong terminology but I hope you understand what I 'm trying to say ). The problem is, the address they supposedly served me at in XXXX I was no longer living at. I was in the middle of moving and I ca n't remember the exact date I moved from XXXX address to the other but I 'm 99.9 % sure I never received notice of this. 

Last year I pulled a copy of my credit report and noticed this and reached out to the collection agency and asked what I could do to clear this up. I was told the balance was around {$700.00} but if I paid {$500.00} they would have it removed. I paid it and a few weeks later I found out this was incorrect. I was then told by the President of the collection agency ( XXXX XXXX ) that if I paid the remaining balance it would be removed. At this time I paid {$360.00}. Once again it did n't come off but I did get a refund check from them a few weeks after this for {$150.00}. Supposedly the amount in their own system was inaccurate and they billed me the wrong amount right up until this point. 

The amount entered into the judgment is incorrect. The original balance was {$1000.00} but after making over {$400.00} in payments & two years later ( well, 4 years until it was entered at the court ) the balance was STILL {$1000.00}. The same amount to the cent. 

XXXX XXXX ( the president of Amerifinancial Sollutions ), XXXX XXXX ( the Director of Finance at XXXX XXXX XXXX ) and XXXX XXXX ( the attorney for XXXX XXXX XXXX XXXX are all in agreement that the amount ( s ) for the bill have been inconsistent and wrong since the beginning and this should be removed. XXXX XXXX has written a letter I have sent to Equifax and XXXX XXXX has written XXXX ( & I also sent this to Equifax ) and to date they have refused to remove this. I 've written to them probably XXXX times over the past year and every time they refuse to do anything about this ... even when given information from the collection agency that what they are reporting is inaccurate. 

Every single person and company associated with this bill has been trying for close to a year to have this removed and every single request has been denied by Equifax. The debt was wrong, the original creditor and collection agency are in agreement on this & here it is over a year later and Equifax is continuing to report inaccurate information and continuing to damage my credit.",Fino payment bank,"Money transfer, virtual currency, or money service",Virtual currency,Other service problem,None,Tamil Nadu,Web,03-23-2019,Closed with explanation,Yes,,26521410,Chennai
5-19-2019,"First contacted XXXX XXXX and XXXX XXXX XXXX in 2006 about daughter needing money to finish XXXX quarter. Before I signed as a cosigner on XXXX XXXX loan, I had a three way conversation with XXXX XXXX, the school and myself. Found out what she needed and expressed my wants to have the school paid directly with the monies, not to XXXX, XXXX XXXX Rep told me on the phone, it would be done. The following fall, XXXX my daughter did n't return to school, stated she did n't get enough financial help. Two years pass and I get a late notice on monthly payment, then I was told by her brother the reason of not returning to school was that she requested the loan to be sent to her after the original agreement and spent the monies. To verify that I call the financial aid dept. and they said that from the phone conversation in the beginning they waited on the funds but never got that check from XXXX XXXX as agreed. Since that time XXXX, because of being primary has put loan in forbearance, change email addresses for contact and not paid on the loan just to cause issues with me and my credit. I have take her to court 3 times, won the decision that she owes the money and she has told the judge 3 times she does n't owe it and spent the money and I owe it. Because of her owing money to everyone she does n't have anything in her name, just her husbands name. They have a new home, she drives a XXXX Chevrolet Tahoe, her husband works for XXXX, she bragged about how much money he makes and she works and gets paid cash so nothing shows up. She graduated from XXXX, and still pays this payment irregular so it messes up my credit. This last XXXX from what I was told when Navient, the new servicer contacted me in XXXX, she was 90 days late on the payment. They waited 90 days to contact me and it knock my credit rating down almost XXXX points to XXXX. XXXX does n't care because this is a game she plays knowingly that effects my credit because now since I had to retired, by monthly taxable income is {$190.00}. 
Navient calls me 3 to 4 times daily and sends me emails. When I talk to them and tell them that I cant afford to pay this amount and why do n't they contact her they say they have but contact me more because I am cosigner and then start making threat to me what they are going to do to me financially. XXXX does this to ruin my credit, I should have listen to my son back in 2006 and not signed this. I have tried to contact the Ombudsman department at Navient to resolve this but not response",Federal bank,Bank account or service,Checking account,Problems caused by my funds being low,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Maharashtra,Referral,05-19-2019,Closed with monetary relief,Yes,No,24357366,Mumbai
6-17-2019,"On XXXX/XXXX/XXXX I received an alert from TransUnion that a collection account had been added to my credit report by Central Credit Service of XXXX Maharashtraorida in the amount of XXXX. On or about XXXX/XXXX/XXXX, I contact the agency to inquire about the entry and it was stated to me that communication regarding this account had been sent to an address that I had not resided in since XX/XX/XXXX. I had an initial conversation with one representative, who at that time recited to me my 'current ' address. At that time she stated that they had recently acquired my new address as of XXXX/XXXX/XXXX. I then stated that they had in fact violated my rights as I had not verified or validated that the account was mine. I then asked to speak to a supervisor. Continuing on with the discussion and speaking with XXXX XXXX, she then stated that no documentation was sent to my current address and that the communication was only sent to the previous address. I then iterated that their entry on my credit report violated my rights to verify and validate that the account was mine before reporting to the credit bureaus. I then requested to speak with her boss. I was directed to give XXXX XXXX XXXX a call to further discuss. My second communications with Central Credit involves my restating that this said debt had not been communicated verbally or in writing as my right per the FDCRA. They then restated that they had mailed communication to the previous address but had NOT sent written communication to my present address. The entry to my credit report was XXXX/XXXX/XXXX. I then requested to speak with the supervisor on duty and was connected to XXXX XXXX, who then preceeded to tell me that communication was sent AGAIN to the previous address but not the current. I then stated to XXXX XXXX that my rights as the consumer being charged as being responsible for this had NOT been communicated as per my rights and that they failed to verify and validate said debt before listing the account on my credit report. XXXX XXXX then stated that Central Credit Services will not confirm or deny that they failed to verify or validate the debt prior to listing the account with the credit reporting agencies. I was then direct again to give XXXX XXXX a call. I have not been able to reach XXXX XXXX and have left him a message regarding this unverified debt. To date, the day being XXXX/XXXX/XXXX XXXX am, I have YET to receive any written communication from Central Credit Service or a returned phone from XXXX XXXX XXXX. 

Per the FRCA and FDCPA, debts are to be verified and validated prior to being reported to the credit reporting agencies. I as the consumer have the right to validate, verify or dispute said debt, which as of today, I have not. I am still awaiting documentation that illustrate that I 'm responsible which Central Credit Services has not provided. YET, on XXXX/XXXX/XXXX they reported to the credit reporting agencies an unverified and invalidated account. I have not verified or disputed this account, as it is my right to do so provided by FCRA and the FDCPA.",South Indian bank,Bank account or service,Other bank product/service,Deposits and withdrawals,None,Uttar Pradesh,Web,06-17-2019,Closed with explanation,Yes,No,16421719,Allahabad
12-26-2019,"On XXXX XXXX,2017 Equifax administration sent me a Retaliation and Discriminating response through CFPB Portal.
Calling me Dear, XXXX XXXX. My name is not XXXX XXXX.My name is XXXX XXXX XXXX.
Why is Equifax Administration retaliating against me as a XXXX Military Veteran and my XXXX Lifetime?
I filed complaint on XXXX XXXX,2017 Case file # XXXX.
What 's Federal Government going to do against Equifax Retaliation and Discrimination against me as a Military Veteran?",IndusIand Bank,Bank account or service,Savings account,Deposits and withdrawals,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Maharashtra,Phone,12-28-2019,Closed with monetary relief,Yes,No,24243109,Pune
11-19-2019,"We are serious company who makes {$700000.00} gross revenue with a constant positive business account of {$20000.00} to {$30000.00}. We have since XXXX XX/XX/XXXX a business account with the XXXX XXXX former XXXX XXXX XXXX. In XXXX XXXX we received a credit card with a {$5000.00} credit line. 
On the XX/XX/XXXX statement XX/XX/XXXX appears a Balance due of XXXX. 
An automatic payment was previously installed. 
In XXXX XXXX the Credit department of the XXXX XXXX failed to consider our first automatic set up payment and registered an incident. Thus they decreased our limit to XXXX dollars. 
In XXXX XXXX. That was the first damage. 
We called and asked them to solve this issue and come back to the initial XXXX dollars approved limit. 
In fact this call was assimilated as a request for a credit line increase. 
We were surprised to be informed on XXXX/XXXX/XXXX that our request was denied and registered as well in the credit score history. 
A second call produced exactly the same effects and on XXXX/XXXX/XXXX we received a second letter with the same denial of approval on a credit line increase. As a result our Credit score went from XXXX to XXXX. 
On XXXX/XXXX/XXXX we made a payment of {$2800.00} for a due date of XXXX/XXXX/XXXX. When we looked up on XXXX/XXXX/XXXX if the payment which was withdrawn of our account on XXXX/XXXX/XXXX was registered in the payment history it did not show up. Again we paid {$2800.00} on XXXX/XXXX/XXXX as it did n't show registered. The same day we paid {$2900.00}. So for we had a credit on our account but the XXXX XXXX refused payments to our suppliers. 
As we tried to explain for a third time to a supervisor the recurrent problems and can not find a positive solution to our matter, we would like you to intervene.",Nagpur nagarik bank,Bank account or service,Other bank product/service,Problems caused by my funds being low,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Maharashtra,Referral,11-21-2019,Closed with monetary relief,Yes,No,24364045,Aurangabad
5-23-2019,"Our mortgage lender short paid our property taxes. 
XX/XX/XXXX - property tax due date XX/XX/XXXX - property tax short paid by mortgage lender XX/XX/XXXX - property owner notified by county tax department of unpaid balance XX/XX/XXXX - property owner provided written notice to lender of unpaid balance and requested written verification of successful tax payment XX/XX/XXXX - property owner called lender, lender verified receipt of owner 's request to pay balance due XX/XX/XXXX - property owner received marketing call from lender to refinance and take advantage of equity. I requested status update for unpaid property taxes and was transferred to a different attendant who confirmed receiving my request to pay unpaid taxes. 
XX/XX/XXXX - property owner confirmed through county tax department that tax was still unpaid. 
XX/XX/XXXX - property owner contacted mortgage lender for status update. Lender stated that internal departments were processing my request and confirming amount of unpaid balance. Lender stated their target payment date of XX/XX/XXXX. Property owner stated XX/XX/XXXX as unacceptable. Property owner was transferred to escalation department. Lender attendant stated they would attempt to resolve sooner than XX/XX/XXXX and would contact me after 3 days to provide status update.",Saraswat bank,"Money transfer, virtual currency, or money service",International money transfer,Money was not available when promised,None,Punjab,Web,05-25-2019,Closed with explanation,Yes,,27535549,Chandigarh
